"data","faturamento","qtd_vendas","ticket_medio"
"2017-06-08","142194.00","36","3949.83"
"2017-07-17","122776.00","27","4547.26"
"2022-09-03","210569.15","33","6380.88"
"2024-10-16","297428.65","38","7827.07"
"2021-08-29","182642.96","32","5707.59"
"2018-01-28","222300.19","26","8550.01"
"2016-12-21","132695.00","32","4146.72"
"2018-11-12","191093.82","26","7349.76"
"2024-01-08","234316.38","38","6166.22"
"2023-07-01","292725.55","35","8363.59"
"2022-05-08","211952.26","33","6422.80"
"2019-04-02","154369.39","29","5323.08"
"2018-04-24","127829.40","26","4916.52"
"2015-10-06","97681.00","23","4247.00"
"2022-11-24","232684.47","34","6843.66"
"2021-04-08","231395.58","31","7464.37"
"2016-03-25","50001.00","18","2777.83"
"2015-06-09","51770.00","20","2588.50"
"2016-10-16","51786.00","24","2157.75"
"2025-04-12","247687.74","41","6041.16"
"2023-01-24","353173.02","35","10090.66"
"2019-10-30","151927.86","29","5238.89"
"2023-08-06","299742.66","36","8326.19"
"2025-05-15","335526.74","41","8183.58"
"2021-02-14","241041.34","32","7532.54"
"2020-08-10","238204.35","30","7940.15"
"2020-11-14","194276.27","30","6475.88"
"2016-11-09","46535.00","25","1861.40"
"2024-08-15","293044.34","39","7513.96"
"2016-06-17","71703.00","29","2472.52"
"2024-12-08","264154.18","38","6951.43"
"2020-05-04","245109.46","31","7906.76"
"2019-01-09","248768.11","29","8578.21"
"2020-08-20","284684.35","31","9183.37"
"2023-08-11","250492.81","35","7156.94"
"2024-10-21","337742.35","38","8887.96"
"2018-08-06","138331.56","27","5123.39"
"2015-10-16","40502.00","21","1928.67"
"2020-02-06","196426.79","30","6547.56"
"2023-08-07","307043.34","36","8528.98"
"2022-07-27","281740.55","33","8537.59"
"2022-08-31","292011.92","34","8588.59"
"2021-02-04","205968.26","31","6644.14"
"2017-02-26","110546.00","24","4606.08"
"2019-04-20","279838.05","28","9994.22"
"2023-08-21","277803.43","36","7716.76"
"2020-06-03","201411.97","30","6713.73"
"2016-05-15","88679.00","25","3547.16"
"2022-03-26","203642.69","34","5989.49"
"2022-11-03","194566.47","33","5895.95"
"2015-08-08","79484.00","28","2838.71"
"2015-11-22","82875.00","23","3603.26"
"2024-08-19","291887.74","38","7681.26"
"2024-01-06","256859.28","38","6759.45"
"2020-01-02","190469.82","30","6348.99"
"2025-06-12","210626.13","41","5137.22"
"2018-04-22","179578.81","27","6651.07"
"2025-04-19","229485.77","41","5597.21"
"2025-01-01","225877.49","41","5509.21"
"2016-08-18","108606.00","32","3393.94"
"2020-08-13","202164.69","30","6738.82"
"2024-11-18","246242.16","38","6480.06"
"2017-08-15","126114.00","28","4504.07"
"2017-01-06","73881.00","24","3078.38"
"2017-03-23","60411.00","24","2517.13"
"2016-02-09","71012.00","26","2731.23"
"2015-10-26","75885.00","18","4215.83"
"2025-09-05","339561.01","41","8281.98"
"2025-07-14","279014.77","41","6805.24"
"2017-08-23","89938.00","29","3101.31"
"2024-01-22","300836.11","38","7916.74"
"2021-02-07","184646.81","31","5956.35"
"2016-02-25","50466.00","21","2403.14"
"2025-06-13","242597.37","41","5917.01"
"2018-05-05","167246.62","27","6194.32"
"2024-09-13","209544.67","38","5514.33"
"2017-12-27","137708.00","31","4442.19"
"2019-07-04","205858.94","28","7352.11"
"2015-01-11","115711.00","28","4132.54"
"2015-02-10","72724.00","21","3463.05"
"2020-07-18","254972.88","30","8499.10"
"2024-10-09","275048.64","38","7238.12"
"2019-02-17","217058.82","29","7484.79"
"2024-11-26","302163.99","39","7747.79"
"2018-05-24","156336.97","26","6012.96"
"2020-10-25","153575.28","30","5119.18"
"2019-04-16","210370.95","29","7254.17"
"2018-04-25","157117.21","27","5819.16"
"2019-01-14","187633.58","28","6701.20"
"2017-03-15","105741.00","29","3646.24"
"2020-06-06","259292.37","30","8643.08"
"2023-07-16","182559.81","35","5215.99"
"2015-02-03","135093.00","26","5195.88"
"2024-04-23","349056.12","38","9185.69"
"2020-07-14","201569.13","30","6718.97"
"2025-12-04","329242.00","45","7316.49"
"2024-02-25","314488.59","38","8276.02"
"2018-04-09","196051.23","26","7540.43"
"2019-07-29","137863.37","28","4923.69"
"2018-02-16","216838.87","26","8339.96"
"2018-04-14","150734.47","26","5797.48"
"2017-01-03","138720.00","28","4954.29"
"2015-03-13","52191.00","24","2174.63"
"2022-04-16","247212.26","33","7491.28"
"2018-01-24","244376.18","27","9050.97"
"2016-01-17","84423.00","27","3126.78"
"2017-10-25","113844.00","34","3348.35"
"2020-10-30","217516.81","30","7250.56"
"2016-02-08","108999.00","29","3758.59"
"2025-06-10","301770.39","40","7544.26"
"2023-09-06","310862.41","35","8881.78"
"2024-03-20","234049.31","39","6001.26"
"2022-09-01","224423.36","34","6600.69"
"2018-04-12","245559.43","27","9094.79"
"2023-10-01","245730.79","36","6825.86"
"2025-11-05","306201.16","35","8748.60"
"2020-11-09","218016.80","30","7267.23"
"2019-04-10","192858.99","29","6650.31"
"2024-05-02","231874.20","39","5945.49"
"2021-11-21","169575.95","31","5470.19"
"2015-05-14","71689.00","24","2987.04"
"2018-11-04","201717.08","27","7471.00"
"2015-01-09","80004.00","23","3478.43"
"2016-09-10","134834.00","31","4349.48"
"2017-07-04","91275.00","22","4148.86"
"2017-02-05","78248.00","20","3912.40"
"2019-12-16","310074.16","29","10692.21"
"2019-05-27","182994.80","29","6310.17"
"2017-04-09","130780.00","28","4670.71"
"2025-08-26","311605.33","41","7600.13"
"2023-10-30","287280.81","36","7980.02"
"2025-12-18","222350.52","39","5701.30"
"2024-07-31","259737.17","39","6659.93"
"2016-07-23","96279.00","23","4186.04"
"2024-11-10","303825.77","38","7995.42"
"2017-11-24","71762.00","26","2760.08"
"2020-05-11","231395.30","30","7713.18"
"2015-12-22","92366.00","19","4861.37"
"2017-08-07","113216.00","23","4922.43"
"2023-10-16","289561.08","35","8273.17"
"2023-03-28","195788.55","35","5593.96"
"2018-09-12","203436.50","26","7824.48"
"2017-08-12","111051.00","26","4271.19"
"2015-09-27","96776.00","25","3871.04"
"2016-07-13","72849.00","28","2601.75"
"2021-11-24","250559.77","31","8082.57"
"2022-03-27","272223.42","33","8249.19"
"2020-04-24","174613.34","30","5820.44"
"2022-07-03","271342.60","33","8222.50"
"2016-09-06","116796.00","30","3893.20"
"2016-04-13","120215.00","30","4007.17"
"2017-11-23","53836.00","30","1794.53"
"2017-10-27","154337.00","27","5716.19"
"2018-10-26","266491.76","27","9870.07"
"2024-12-09","264664.68","38","6964.86"
"2022-06-07","246326.93","33","7464.45"
"2016-05-24","79852.00","24","3327.17"
"2025-10-14","279914.05","41","6827.17"
"2024-07-11","298952.78","39","7665.46"
"2022-06-25","240114.25","33","7276.19"
"2022-02-06","258979.09","33","7847.85"
"2021-03-17","252525.47","31","8145.98"
"2020-05-31","248143.08","30","8271.44"
"2018-08-13","144881.77","26","5572.38"
"2015-07-10","96586.00","22","4390.27"
"2025-11-16","292037.32","49","5959.95"
"2020-03-20","292256.81","30","9741.89"
"2016-06-08","103099.00","21","4909.48"
"2025-08-29","320226.01","41","7810.39"
"2022-01-26","211196.40","34","6211.66"
"2016-09-05","48869.00","22","2221.32"
"2023-11-29","221472.02","36","6152.00"
"2025-01-25","272720.79","41","6651.73"
"2020-12-22","266207.76","30","8873.59"
"2016-06-16","142980.00","35","4085.14"
"2018-09-21","198780.36","26","7645.40"
"2018-04-02","192061.86","26","7386.99"
"2016-12-04","185526.00","29","6397.45"
"2016-01-27","94442.00","27","3497.85"
"2018-08-22","218320.50","27","8085.94"
"2017-08-06","63045.00","27","2335.00"
"2018-03-05","224026.66","27","8297.28"
"2020-11-23","256220.60","30","8540.69"
"2017-01-23","79259.00","28","2830.68"
"2018-09-26","242800.93","26","9338.50"
"2021-05-13","222635.69","32","6957.37"
"2025-01-28","249998.88","41","6097.53"
"2023-07-30","300103.69","36","8336.21"
"2023-01-31","185651.62","36","5156.99"
"2018-10-20","199043.06","26","7655.50"
"2018-01-16","210206.61","26","8084.87"
"2022-02-26","195357.00","33","5919.91"
"2025-02-08","356873.14","41","8704.22"
"2023-03-25","279205.50","36","7755.71"
"2015-07-15","51713.00","22","2350.59"
"2021-07-26","213505.05","31","6887.26"
"2023-02-19","260232.44","36","7228.68"
"2016-05-08","164999.00","31","5322.55"
"2015-04-12","101887.00","21","4851.76"
"2021-04-23","278178.53","32","8693.08"
"2015-03-26","106535.00","33","3228.33"
"2018-07-04","179404.41","26","6900.17"
"2016-08-26","95433.00","23","4149.26"
"2023-04-30","243323.91","35","6952.11"
"2024-07-10","289448.51","38","7617.07"
"2020-09-06","202952.41","30","6765.08"
"2020-01-14","198444.12","30","6614.80"
"2021-07-04","237330.91","32","7416.59"
"2019-08-20","166833.98","29","5752.90"
"2020-02-17","275517.67","30","9183.92"
"2021-12-11","225925.67","31","7287.92"
"2022-12-19","221818.40","34","6524.07"
"2025-09-08","290022.63","40","7250.57"
"2021-01-13","195705.05","31","6313.07"
"2016-09-11","120036.00","33","3637.45"
"2020-08-12","213202.85","30","7106.76"
"2023-01-11","254157.94","35","7261.66"
"2023-06-29","262938.11","36","7303.84"
"2017-03-21","104601.00","23","4547.87"
"2022-01-19","227809.90","34","6700.29"
"2016-08-23","72491.00","21","3451.95"
"2020-10-08","216678.19","30","7222.61"
"2020-02-16","185699.21","30","6189.97"
"2019-09-23","165132.83","29","5694.24"
"2021-02-28","253419.68","31","8174.83"
"2025-10-20","317439.72","41","7742.43"
"2020-03-18","276195.47","30","9206.52"
"2020-05-17","305511.47","30","10183.72"
"2016-07-01","121377.00","25","4855.08"
"2024-07-03","257318.26","38","6771.53"
"2016-05-01","104621.00","30","3487.37"
"2015-01-07","93360.00","25","3734.40"
"2023-07-18","301955.56","35","8627.30"
"2016-02-12","89276.00","27","3306.52"
"2021-12-21","232253.70","32","7257.93"
"2018-08-25","195320.50","26","7512.33"
"2021-12-13","232411.76","31","7497.15"
"2022-04-04","260113.01","34","7650.38"
"2018-04-18","181822.07","26","6993.16"
"2019-01-20","208545.50","29","7191.22"
"2018-11-24","220008.05","27","8148.45"
"2016-01-18","84656.00","23","3680.70"
"2025-03-14","262849.40","41","6410.96"
"2015-05-16","107428.00","28","3836.71"
"2015-04-25","74503.00","26","2865.50"
"2024-07-05","267346.80","39","6855.05"
"2016-10-11","126851.00","21","6040.52"
"2017-02-27","79094.00","21","3766.38"
"2016-02-27","109240.00","32","3413.75"
"2021-06-30","247566.72","32","7736.46"
"2019-10-25","140998.94","28","5035.68"
"2020-12-14","278695.66","30","9289.86"
"2025-11-30","390550.46","47","8309.58"
"2016-04-04","101072.00","29","3485.24"
"2019-11-16","188208.30","28","6721.73"
"2023-10-13","299690.95","36","8324.75"
"2021-12-20","222158.35","32","6942.45"
"2024-06-06","260540.41","38","6856.33"
"2018-06-12","194091.35","26","7465.05"
"2015-07-07","94182.00","28","3363.64"
"2015-06-25","110389.00","25","4415.56"
"2016-11-22","41535.00","22","1887.95"
"2025-07-12","334406.00","41","8156.24"
"2025-02-11","311278.13","40","7781.95"
"2022-03-06","286374.24","34","8422.77"
"2025-10-03","300610.03","41","7331.95"
"2022-10-01","272170.34","33","8247.59"
"2024-04-19","293240.25","39","7518.98"
"2015-10-08","103989.00","26","3999.58"
"2018-05-10","210748.40","26","8105.71"
"2024-10-24","240660.82","39","6170.79"
"2022-09-07","294187.35","34","8652.57"
"2018-01-30","136848.18","26","5263.39"
"2019-04-19","169880.56","28","6067.16"
"2025-08-18","295166.50","41","7199.18"
"2025-03-28","329910.93","41","8046.61"
"2016-03-01","62625.00","26","2408.65"
"2025-03-06","313681.59","41","7650.77"
"2017-04-17","139242.00","31","4491.68"
"2017-04-18","107410.00","23","4670.00"
"2023-01-09","248145.29","35","7089.87"
"2021-12-31","313985.84","31","10128.58"
"2019-01-01","227070.41","29","7830.01"
"2017-06-07","127552.00","30","4251.73"
"2016-04-25","70075.00","30","2335.83"
"2022-02-03","217521.98","33","6591.58"
"2017-01-15","76260.00","24","3177.50"
"2023-09-19","250423.50","36","6956.21"
"2022-03-30","237016.86","33","7182.33"
"2017-10-12","119009.00","37","3216.46"
"2023-05-07","289568.64","36","8043.57"
"2024-06-14","290647.62","39","7452.50"
"2023-05-21","211352.94","36","5870.92"
"2019-11-01","177668.55","29","6126.50"
"2024-01-26","327263.73","39","8391.38"
"2024-10-31","255125.50","38","6713.83"
"2021-12-09","154085.30","31","4970.49"
"2017-03-20","126719.00","29","4369.62"
"2017-05-23","55549.00","30","1851.63"
"2023-01-19","286258.55","35","8178.82"
"2025-07-21","278504.31","41","6792.79"
"2019-03-08","232378.22","28","8299.22"
"2021-10-09","257972.78","32","8061.65"
"2018-03-18","172609.67","27","6392.95"
"2024-08-10","331304.44","38","8718.54"
"2023-08-09","273864.07","36","7607.34"
"2019-11-04","142003.29","29","4896.67"
"2019-05-18","195545.66","29","6742.95"
"2020-08-05","284853.07","30","9495.10"
"2024-08-18","341813.32","38","8995.09"
"2023-11-18","266680.21","36","7407.78"
"2024-06-05","293659.26","38","7727.88"
"2016-05-16","90932.00","31","2933.29"
"2015-09-22","44189.00","22","2008.59"
"2023-12-29","272624.39","35","7789.27"
"2022-04-12","285657.57","34","8401.69"
"2019-06-07","198879.20","28","7102.83"
"2016-06-14","78214.00","22","3555.18"
"2023-08-14","289745.47","35","8278.44"
"2019-09-30","185066.29","29","6381.60"
"2023-02-18","237788.64","35","6793.96"
"2017-12-09","31584.00","20","1579.20"
"2018-02-17","206492.05","26","7942.00"
"2021-12-15","289822.40","31","9349.11"
"2015-03-22","44026.00","13","3386.62"
"2018-02-01","170825.92","27","6326.89"
"2023-05-31","346704.72","36","9630.69"
"2023-04-29","337695.03","36","9380.42"
"2021-11-03","167863.41","31","5414.95"
"2015-08-27","107769.00","27","3991.44"
"2022-07-10","263876.14","33","7996.25"
"2021-01-01","191597.38","32","5987.42"
"2022-08-16","313305.47","34","9214.87"
"2023-05-03","206615.70","36","5739.33"
"2025-06-14","285454.16","41","6962.30"
"2023-02-08","267004.77","36","7416.80"
"2019-03-31","241942.13","29","8342.83"
"2017-07-01","66031.00","26","2539.65"
"2017-10-23","74382.00","25","2975.28"
"2024-10-07","238211.28","38","6268.72"
"2025-01-29","303738.43","40","7593.46"
"2019-09-08","170653.86","28","6094.78"
"2020-06-14","155316.17","30","5177.21"
"2022-10-10","303744.94","34","8933.67"
"2025-03-31","299247.25","41","7298.71"
"2016-01-13","68015.00","23","2957.17"
"2022-09-22","195904.20","33","5936.49"
"2018-11-28","229096.78","26","8811.41"
"2016-09-21","76492.00","17","4499.53"
"2021-10-27","215331.10","32","6729.10"
"2015-04-22","74200.00","19","3905.26"
"2023-09-08","265816.30","36","7383.79"
"2024-03-09","242075.87","38","6370.42"
"2025-01-18","389457.32","41","9498.96"
"2023-05-20","258936.47","36","7192.68"
"2019-04-03","246386.64","28","8799.52"
"2017-12-20","59615.00","26","2292.88"
"2023-06-11","242078.54","36","6724.40"
"2019-03-22","215154.48","29","7419.12"
"2022-06-12","247028.72","33","7485.72"
"2018-03-27","168162.29","26","6467.78"
"2025-05-18","206929.91","40","5173.25"
"2017-11-15","94344.00","34","2774.82"
"2016-07-05","107225.00","29","3697.41"
"2019-03-01","239483.03","29","8258.04"
"2023-02-05","202677.88","35","5790.80"
"2020-06-17","245247.11","30","8174.90"
"2019-01-07","246513.49","29","8500.47"
"2025-04-17","273690.77","40","6842.27"
"2016-06-03","80681.00","27","2988.19"
"2015-10-18","55965.00","29","1929.83"
"2025-02-17","297907.74","41","7266.04"
"2017-02-17","123865.00","32","3870.78"
"2019-08-30","196875.46","28","7031.27"
"2015-05-08","60354.00","28","2155.50"
"2024-03-31","230717.68","38","6071.52"
"2019-02-16","217124.66","28","7754.45"
"2022-07-01","248245.38","33","7522.59"
"2022-07-31","226035.70","34","6648.11"
"2023-10-11","248184.46","35","7090.98"
"2015-08-02","61549.00","28","2198.18"
"2019-09-07","180799.98","29","6234.48"
"2017-11-21","95076.00","26","3656.77"
"2019-12-17","254324.45","29","8769.81"
"2016-09-09","76429.00","21","3639.48"
"2023-11-27","268546.55","35","7672.76"
"2022-01-25","264136.60","33","8004.14"
"2020-10-04","168577.82","30","5619.26"
"2021-06-03","195960.29","31","6321.30"
"2021-12-29","278309.83","31","8977.74"
"2024-11-06","278236.65","38","7322.02"
"2022-03-19","186848.29","34","5495.54"
"2021-08-07","250714.42","32","7834.83"
"2023-08-28","247162.77","36","6865.63"
"2015-11-12","68559.00","25","2742.36"
"2023-07-23","262898.78","35","7511.39"
"2021-07-23","177214.74","32","5537.96"
"2017-10-18","92503.00","25","3700.12"
"2021-05-05","258865.23","31","8350.49"
"2018-08-28","242375.24","26","9322.12"
"2025-06-30","265140.69","40","6628.52"
"2018-12-17","186309.44","27","6900.35"
"2021-10-22","215317.83","31","6945.74"
"2017-03-07","90128.00","30","3004.27"
"2017-01-25","62350.00","16","3896.88"
"2024-10-15","261335.16","38","6877.24"
"2019-10-26","221521.28","29","7638.66"
"2016-10-05","98313.00","29","3390.10"
"2025-10-12","345660.17","41","8430.74"
"2019-04-13","248273.02","29","8561.14"
"2024-08-09","292157.98","38","7688.37"
"2023-10-24","281098.13","36","7808.28"
"2015-07-04","63291.00","20","3164.55"
"2016-04-17","106909.00","26","4111.88"
"2016-11-08","59480.00","19","3130.53"
"2018-12-20","260127.96","27","9634.37"
"2020-09-22","212466.43","31","6853.76"
"2016-10-15","71743.00","21","3416.33"
"2015-12-02","31274.00","16","1954.63"
"2021-04-14","232621.94","32","7269.44"
"2017-01-08","57264.00","20","2863.20"
"2018-02-06","173818.69","26","6685.33"
"2023-03-09","308643.27","36","8573.42"
"2025-12-31","263161.22","42","6265.74"
"2021-10-16","301488.39","32","9421.51"
"2021-10-20","307742.79","31","9927.19"
"2023-04-16","288864.43","36","8024.01"
"2025-07-04","224789.11","41","5482.66"
"2016-09-22","63149.00","25","2525.96"
"2021-01-24","231868.01","31","7479.61"
"2017-01-22","102566.00","32","3205.19"
"2018-04-27","176630.45","26","6793.48"
"2020-04-05","228094.37","30","7603.15"
"2023-05-27","294714.68","35","8420.42"
"2025-04-09","278177.65","41","6784.82"
"2020-10-09","214098.23","30","7136.61"
"2021-04-28","237768.66","31","7669.96"
"2019-02-10","217840.94","29","7511.76"
"2019-02-06","206888.97","29","7134.10"
"2015-07-21","135142.00","26","5197.77"
"2024-10-10","298319.68","38","7850.52"
"2022-07-25","229561.94","33","6956.42"
"2023-04-25","299567.51","35","8559.07"
"2021-11-23","220448.42","31","7111.24"
"2020-12-16","175931.71","30","5864.39"
"2024-03-13","309601.86","38","8147.42"
"2021-08-02","269278.98","32","8414.97"
"2015-05-20","72505.00","25","2900.20"
"2023-12-07","285494.69","35","8156.99"
"2023-03-31","232998.43","35","6657.10"
"2017-01-13","89807.00","29","3096.79"
"2016-11-11","86852.00","35","2481.49"
"2021-06-12","264544.46","31","8533.69"
"2024-10-01","237979.56","38","6262.62"
"2025-06-19","239735.15","40","5993.38"
"2018-12-19","222090.78","26","8541.95"
"2023-04-17","261572.89","36","7265.91"
"2024-06-29","287836.53","38","7574.65"
"2025-02-19","295026.17","41","7195.76"
"2024-09-10","305455.59","38","8038.31"
"2020-04-27","180407.30","30","6013.58"
"2019-03-21","189078.69","28","6752.81"
"2016-02-15","118351.00","30","3945.03"
"2024-05-03","368682.53","39","9453.40"
"2024-12-17","251757.22","38","6625.19"
"2020-12-24","204882.00","30","6829.40"
"2021-02-19","232170.30","31","7489.36"
"2020-02-03","219109.73","30","7303.66"
"2016-06-04","64834.00","19","3412.32"
"2019-12-09","232192.25","29","8006.63"
"2017-07-13","136578.00","39","3502.00"
"2020-08-26","247372.06","30","8245.74"
"2021-10-13","225908.31","32","7059.63"
"2018-02-18","227025.09","26","8731.73"
"2018-07-18","216430.24","27","8015.93"
"2016-03-11","115241.00","31","3717.45"
"2021-08-30","220334.07","32","6885.44"
"2018-11-03","197027.57","27","7297.32"
"2016-06-25","66893.00","22","3040.59"
"2024-08-13","364123.03","38","9582.19"
"2015-03-01","106667.00","23","4637.70"
"2015-03-20","127448.00","34","3748.47"
"2023-09-05","221870.29","35","6339.15"
"2025-07-26","281931.56","40","7048.29"
"2019-08-14","194632.15","29","6711.45"
"2020-03-07","236710.13","30","7890.34"
"2019-10-31","262461.17","29","9050.39"
"2021-02-09","202916.08","31","6545.68"
"2022-02-09","183234.61","34","5389.25"
"2024-11-23","290492.37","38","7644.54"
"2024-06-20","221066.00","38","5817.53"
"2023-04-23","222803.05","35","6365.80"
"2015-04-10","109713.00","28","3918.32"
"2018-01-29","235956.25","26","9075.24"
"2015-01-25","91856.00","25","3674.24"
"2017-08-19","109659.00","28","3916.39"
"2021-05-18","233014.95","31","7516.61"
"2025-05-21","263595.64","41","6429.16"
"2023-12-01","314267.35","35","8979.07"
"2021-12-25","246323.04","31","7945.90"
"2017-08-21","90246.00","32","2820.19"
"2023-05-15","218408.18","35","6240.23"
"2019-11-13","238900.21","29","8237.94"
"2015-12-14","75753.00","29","2612.17"
"2020-03-04","175377.83","30","5845.93"
"2016-10-12","80751.00","25","3230.04"
"2018-01-22","209637.79","26","8062.99"
"2020-04-03","250608.11","30","8353.60"
"2021-07-28","208080.17","31","6712.26"
"2016-01-16","129633.00","33","3928.27"
"2025-03-13","263363.18","41","6423.49"
"2021-10-18","317763.01","32","9930.09"
"2016-08-21","104812.00","21","4991.05"
"2021-02-13","232994.67","31","7515.96"
"2018-08-10","115573.33","26","4445.13"
"2023-05-26","225665.15","36","6268.48"
"2019-01-17","221160.01","29","7626.21"
"2022-07-16","227695.24","33","6899.86"
"2019-08-12","148053.63","28","5287.63"
"2018-09-28","141338.40","26","5436.09"
"2025-02-03","310418.68","40","7760.47"
"2024-08-27","279137.57","38","7345.73"
"2018-12-15","231965.24","26","8921.74"
"2023-07-11","243215.57","35","6949.02"
"2025-04-16","294458.79","41","7181.92"
"2025-09-28","286527.15","41","6988.47"
"2020-12-21","154564.75","30","5152.16"
"2018-03-01","255166.79","26","9814.11"
"2020-04-15","218536.31","30","7284.54"
"2023-09-10","280429.31","35","8012.27"
"2022-05-26","283527.98","34","8339.06"
"2022-04-24","314534.11","33","9531.34"
"2023-05-14","260659.33","35","7447.41"
"2021-03-08","280799.94","32","8775.00"
"2018-03-24","143960.12","27","5331.86"
"2018-11-29","210203.80","26","8084.76"
"2025-05-13","247761.17","41","6042.96"
"2024-12-20","268649.22","38","7069.72"
"2020-04-09","187105.62","30","6236.85"
"2022-10-22","194525.63","33","5894.72"
"2020-12-29","250897.88","30","8363.26"
"2025-07-05","336054.67","41","8196.46"
"2021-05-21","295137.51","31","9520.56"
"2017-10-04","82246.00","28","2937.36"
"2025-04-10","289736.58","41","7066.75"
"2023-01-29","294985.77","36","8194.05"
"2016-04-26","101332.00","37","2738.70"
"2019-04-21","150618.77","29","5193.75"
"2019-07-22","266954.03","29","9205.31"
"2022-03-05","307870.45","33","9329.41"
"2016-07-20","79626.00","22","3619.36"
"2015-01-05","62320.00","28","2225.71"
"2022-04-25","372128.99","34","10944.97"
"2019-04-09","215538.73","29","7432.37"
"2024-02-12","260008.17","39","6666.88"
"2022-09-15","187356.84","34","5510.50"
"2020-11-10","200485.36","31","6467.27"
"2017-07-16","94695.00","32","2959.22"
"2018-04-03","178232.14","26","6855.08"
"2022-10-18","184059.54","34","5413.52"
"2021-11-15","245946.62","32","7685.83"
"2020-06-10","242361.92","31","7818.13"
"2021-08-21","226262.82","31","7298.80"
"2025-04-18","342632.72","40","8565.82"
"2020-06-04","188548.24","30","6284.94"
"2023-09-13","301513.22","35","8614.66"
"2018-01-13","202568.27","27","7502.53"
"2016-05-23","43487.00","19","2288.79"
"2018-11-09","231897.32","26","8919.13"
"2017-05-13","73358.00","26","2821.46"
"2025-08-06","259090.40","41","6319.28"
"2022-07-02","301236.45","34","8859.90"
"2021-05-16","230509.63","31","7435.79"
"2021-01-08","238598.36","32","7456.20"
"2022-10-17","306248.85","34","9007.32"
"2016-02-06","110952.00","28","3962.57"
"2024-01-10","210424.17","38","5537.48"
"2022-12-02","228951.68","34","6733.87"
"2016-03-03","136129.00","31","4391.26"
"2023-07-13","198802.79","36","5522.30"
"2020-03-17","255205.49","30","8506.85"
"2016-08-07","152589.00","33","4623.91"
"2020-05-14","229300.57","30","7643.35"
"2017-04-19","66156.00","30","2205.20"
"2024-04-12","345290.97","38","9086.60"
"2024-08-22","270561.12","38","7120.03"
"2017-01-11","93589.00","26","3599.58"
"2024-07-20","216245.66","38","5690.68"
"2016-04-14","105598.00","31","3406.39"
"2015-05-22","103228.00","24","4301.17"
"2019-04-28","165912.49","29","5721.12"
"2018-06-07","201801.07","26","7761.58"
"2015-10-05","89943.00","28","3212.25"
"2020-04-21","146155.89","31","4714.71"
"2022-10-14","226183.29","34","6652.45"
"2021-03-05","189742.41","31","6120.72"
"2022-02-14","181375.10","33","5496.22"
"2018-08-04","165390.60","27","6125.58"
"2021-12-04","298618.83","32","9331.84"
"2019-12-10","191486.49","29","6602.98"
"2016-08-27","146467.00","33","4438.39"
"2022-12-17","269256.51","33","8159.29"
"2022-10-20","237867.18","34","6996.09"
"2022-09-29","243315.72","34","7156.34"
"2019-03-29","207429.75","29","7152.75"
"2019-10-24","288163.29","28","10291.55"
"2023-02-20","232882.92","35","6653.80"
"2021-03-29","241399.84","32","7543.75"
"2018-06-20","149575.51","26","5752.90"
"2023-08-08","243816.10","35","6966.17"
"2017-05-20","54383.00","28","1942.25"
"2018-07-13","169001.94","27","6259.33"
"2018-05-14","194249.20","26","7471.12"
"2020-11-20","269430.50","30","8981.02"
"2015-11-21","97111.00","20","4855.55"
"2019-08-19","268525.13","29","9259.49"
"2020-12-13","220534.51","30","7351.15"
"2020-02-28","193898.61","30","6463.29"
"2022-01-24","227252.67","34","6683.90"
"2015-06-07","92255.00","20","4612.75"
"2015-06-21","39180.00","19","2062.11"
"2025-01-21","259985.53","40","6499.64"
"2021-09-08","215363.08","31","6947.20"
"2021-05-12","231046.90","32","7220.22"
"2018-03-28","225516.26","26","8673.70"
"2021-09-02","176927.84","31","5707.35"
"2020-06-20","276246.15","30","9208.21"
"2019-03-27","238848.68","29","8236.16"
"2019-09-01","195579.60","28","6984.99"
"2022-01-01","223299.98","33","6766.67"
"2018-12-28","200699.47","26","7719.21"
"2025-11-10","347972.75","46","7564.63"
"2018-04-23","179633.37","27","6653.09"
"2018-04-10","171536.03","26","6597.54"
"2018-10-29","267548.25","26","10290.32"
"2018-10-09","191088.66","27","7077.36"
"2017-07-12","93636.00","26","3601.38"
"2015-04-23","145726.00","28","5204.50"
"2025-06-29","348142.34","40","8703.56"
"2022-01-02","259021.42","33","7849.13"
"2016-05-19","50949.00","26","1959.58"
"2020-04-20","248849.06","30","8294.97"
"2017-07-19","78593.00","38","2068.24"
"2025-12-19","343791.42","39","8815.16"
"2025-05-11","371288.08","41","9055.81"
"2016-06-11","61576.00","29","2123.31"
"2018-07-29","166690.60","26","6411.18"
"2025-04-22","367955.19","41","8974.52"
"2023-07-17","219925.56","35","6283.59"
"2020-07-26","195683.06","30","6522.77"
"2025-06-11","320139.29","41","7808.28"
"2019-10-16","200215.57","29","6903.99"
"2019-05-03","252877.45","28","9031.34"
"2017-04-03","88695.00","28","3167.68"
"2022-01-17","244573.19","33","7411.31"
"2020-10-17","265410.21","31","8561.62"
"2022-02-19","241645.52","34","7107.22"
"2025-02-02","230517.43","41","5622.38"
"2019-02-24","191819.39","29","6614.46"
"2024-12-30","237209.33","38","6242.35"
"2019-01-02","253332.15","28","9047.58"
"2018-05-15","161450.00","26","6209.62"
"2026-01-05","363857.53","45","8085.72"
"2015-06-11","72182.00","20","3609.10"
"2025-11-23","292886.90","42","6973.50"
